user_snippet,activity,total_power_x,total_power_y,total_power_z,fft_components_x,fft_components_y,fft_components_z,thd_x,thd_y,thd_z,iqr_x,iqr_y,iqr_z,kurtosis_x,kurtosis_y,kurtosis_z,skewness_x,skewness_y,skewness_z
525_10,Downstairs,13231.272215015912,120054.49642870158,24287.252779449853,[153.46        13.78982529  12.03280571],[931.97        21.05435574  15.84167592],[194.86631367   3.34123272  13.92040128],0.49367410154579283,0.14996604025568955,0.4447447006864333,2.0775,7.667499999999999,2.55040996,0.6343360363965846,-0.7516825843644384,2.4683684216117037,-0.4607166537863177,0.49748747294738027,1.4192643139282906
525_11,Walking,27815.032691118082,68725.79696559442,54665.750750967636,[119.74         2.73765821   4.69996211],[1024.14          3.26919528    2.2513408 ],[81.73570661  7.81976671  9.21358113],0.17423311565583585,0.02063244006835596,0.26451410530783454,3.2,5.6175,3.255263125,0.05877282888637403,-0.8410511658045299,2.4006217995271744,-0.6183200602642419,0.0902019638884128,1.6111013442498985
525_12,Jogging,174550.53567392018,176169.46367590054,104365.07362130223,[586.45        9.2840194  17.2463988],[706.3         29.63121296  20.01400405],[122.55        46.28164173  34.32820897],0.2059607303133203,0.2148138447069101,0.7059004518507325,8.49,10.895,6.2675,-0.7981541354364095,-1.3019232682752782,-0.3005727598522392,-0.3922381162371726,0.3035946193924921,-0.12407724103176139
525_13,Walking,29362.6651280012,53822.97061343724,43695.943880725536,[122.71        15.02417551   5.41143102],[1019.41          3.17853312    4.143807  ],[ 2.9828567  13.69324121  6.06252665],0.19266714949418892,0.03857773781432383,0.1981326655860082,3.1075,4.915,3.8681786999999996,0.4716293886017553,-0.8007987046501732,1.6804338311036044,-0.4849637469138006,0.13541140150936845,1.2072036133557047
525_14,Walking,36026.86909790407,52131.14299069446,55958.22136509656,[150.76        17.77700215  19.89975622],[999.69        11.71438675  12.12751658],[65.71817695  7.40610416 13.19287841],0.6101547743663608,0.11497897014710635,0.36545938096097574,2.9975,5.0299999999999985,2.941995075,1.9834587566534116,-0.7609764356643924,2.159213716813353,-0.988091224385652,0.3914214298487947,1.659558790859057
525_15,Upstairs,39194.195507561424,11255.540400755011,23949.08068055483,[860.62        24.2329344   10.11702243],[231.54        33.37848929   6.20616804],[330.93358929  32.44217713  16.87291677],0.10938479212302776,0.19366189937933245,0.37315694203861666,3.7975000000000003,2.3199999999999994,3.0237172999999995,0.986643491505721,0.9101386937873785,1.1023998880040065,-0.4247945967965099,0.7909918027262088,0.43668478424572515
525_16,Walking,31086.957538707687,21216.476998804297,32437.55044826547,[584.81        25.96132896   7.24167343],[810.86         9.38234207  14.82647016],[49.4554817  37.52458991 22.82716431],0.11187758497482436,0.17216680150178262,0.6629818206246167,4.275000000000001,4.1675,4.4300181,-0.8452695646654029,-0.8521516594138663,1.8269884387809512,0.22647329675101432,-0.07346646648456658,1.1901507818945312
525_17,Jogging,106167.01651697479,245601.29387907544,54885.35457881808,[284.59        63.72947519   4.66682202],[801.6         18.01393362  26.52026359],[12.81       34.90961716 27.08057294],0.0845989724942502,0.24801248429327202,0.7834136621409072,8.695,12.834999999999999,3.905,-1.2425239444610896,-1.3026405807362422,0.7153996432524408,-0.13847669161297502,0.08952050787725323,-0.5100460512212278
525_18,Walking,25171.258260687187,63738.34560937084,50427.9965153361,[116.43         7.08776699  17.88380543],[1.00377000e+03 3.09966905e-01 5.06172647e+00],[72.66455323 14.11920983 13.69277042],0.6786301652345081,0.047403526418645696,0.4083904059817552,3.0125,5.5600000000000005,3.956710925,-0.20773055420648623,-0.8574847167795965,0.9948726175978528,-0.3655432678925233,-0.3064903555228935,1.1639695668093546
525_19,Jogging,112231.13049295996,276634.9727418525,31758.89332525267,[59.48        7.60000333  6.4439005 ],[847.04        29.16359478  24.15790142],[125.22         9.29177301   6.25392571],0.13354519756797809,0.21236691312251055,0.21511376189064205,5.795,12.482499999999998,3.92,0.4487543275087571,-1.2201301272420686,0.16274406819634457,0.19738143603246702,-0.16898282660371333,-0.08807390881710962
525_20,Upstairs,28508.1112900413,45977.41784103742,20029.30885077439,[408.96        22.89263716  18.36379632],[851.97        37.22263814  18.38040825],[141.36558831  74.58724138  41.41255543],0.37744834203242045,0.19816137078338059,1.2496013990603774,3.1225,3.3499999999999988,3.1531106149999997,0.44448716088181817,1.2287531830964422,0.8836578966719886,-0.5867582797561348,0.01717545593833074,0.7150665466202341
525_21,Jogging,73945.88291225463,253328.12649097142,53132.449020529515,[123.79        10.17581649   2.67000932],[759.09        19.60910842  17.23587902],[361.6         17.87834099  13.14250484],0.06560730587024842,0.16490996179748604,0.2666671721793206,5.38,12.34,4.655,0.09394719179670519,-1.168811043884528,0.28462995183323203,0.005255374819491881,0.0024346588917477908,-0.6141214741134023
525_22,Walking,19701.845559095793,28821.487782013435,43206.11826543044,[546.14        13.50660606  18.93383981],[814.43         6.41363944   5.63808147],[156.45693453   8.84109985  17.40117943],0.31450393074669947,0.06531580191578368,0.4393095475637825,3.57,4.8999999999999995,3.04414768,-0.456241792729422,-1.065396742944289,1.1225262535336293,0.12283893978807299,-0.08763547590607221,1.3245813784274554
525_23,Walking,25640.02474648824,64180.99232076334,44831.20780693167,[137.04        10.71478834  22.32322333],[1016.02         10.18372173    3.97223831],[71.01649165 12.56252057  5.5895927 ],0.8098607402158093,0.03679945841574372,0.17321292343973352,2.9975000000000005,5.35,3.9771415250000004,1.8152224134577493,-0.9064276605118144,0.7989903617303109,-0.9088233183829423,-0.14471059251281018,1.2162298044606183
525_24,Walking,18831.26939494837,16817.506342023844,35436.31628410755,[586.31        17.35552679  11.7322119 ],[807.93         5.17453245   3.14407262],[86.73437553 16.82114628 20.52366504],0.1866465181545419,0.03716621900941303,0.5566701523683144,3.2725,3.4275,2.761525475,-0.6026584614733888,-0.5039207446865994,2.9405580340633666,0.2549881970162438,0.36919271659250785,1.6989670359256883
525_25,Jogging,98440.75403732309,202672.06898186437,43652.211279432115,[258.8          6.76312467  16.24992315],[805.19        10.22333089  23.08136687],[204.32        11.01419086  11.97289447],0.31370290551749236,0.22400195381506616,0.3285533543160654,6.2175,10.584999999999999,3.6275000000000004,0.1832231069708281,-1.2645621855432359,0.8702503791047667,-0.31603829520254717,0.1023970929163518,-1.1317659036120467
525_26,Upstairs,42983.20583662958,17412.499265493017,32197.183411301223,[858.81        57.01665225  24.85112459],[265.79        23.90438946  12.67047271],[300.30142753  21.72898403  31.58694093],0.2662353449942132,0.36270714726638725,0.6734612663455638,3.215,2.4250000000000007,2.9930714050000002,1.3085535000881432,3.575661604182324,5.047434020193341,-0.3888352302757246,1.4473017481966333,1.805988753495314
525_27,Jogging,42627.44970085931,245074.5777086027,34562.1509748095,[76.61       16.31512935  5.85539442],[850.5         19.67119659   6.11590919],[282.71         9.3000061   13.80498893],0.18954310077424952,0.05537652327750022,0.34705493352175104,3.8575,12.205,3.5849999999999995,1.7850180805911053,-1.3436673909207053,0.4450021812638125,0.3779671208139605,0.03375090303102703,-1.0179998463323048
525_28,Jogging,106768.22870782546,227973.43832396474,41960.04993841085,[267.13         8.44222152   7.95336582],[825.53         9.10891815  15.15789216],[220.41        14.00420111   9.88853951],0.14804415858517683,0.1417169848827107,0.26360673866643547,5.815,11.4025,4.0,0.6791190828999407,-1.279936998855133,2.014885062232998,-0.04898785266531923,0.07617430541164108,-1.135269979978385
525_29,Walking,28568.096649791325,59266.96687064989,65397.04976904134,[117.55        14.58186608  17.53410796],[1018.39         10.14884423    3.78902076],[64.34252008 18.50377857 14.57158578],0.6047207369317948,0.035067671282260876,0.3861591286139815,2.84,6.220000000000001,3.3233649,2.9727045781336647,-1.148491548881992,1.8905971475607517,-1.0211265898382904,-0.012533436262481224,1.451575849517815
525_30,Walking,28555.20604854037,35391.42837199586,63100.51492523063,[582.47         6.14732411   9.42015957],[819.23        23.90207027  16.70781296],[162.64057208   7.1110246    6.25613528],0.14510169611246573,0.1909858149975576,0.1463443747810674,4.5874999999999995,5.147500000000001,2.6798033749999997,-0.4187166540089069,-1.0635715150813176,2.159462027484885,-0.09062594386802847,-0.14194499277104944,1.6726391747022922
525_31,Walking,36246.79487612941,33269.61701241088,35105.29319764161,[555.84        15.04062364  17.09320063],[848.9          9.69657094   9.79148781],[144.63447092  20.71173122  20.9917119 ],0.27036762513097923,0.1083452563727648,0.58260992693784,4.26,4.859999999999999,3.139490195,0.07053553601363172,-0.9885672844275097,0.4891867900949878,-0.3531867073481056,-0.22032959866541,0.8909842923803072
525_32,Jogging,81534.66186003151,282063.13029055524,45592.754048215254,[269.32        15.55422208  12.04235142],[806.88         4.14315203   9.67147492],[255.11        14.16394161   8.98692247],0.24630704966537126,0.08750641552877082,0.22168514490186253,7.1674999999999995,14.557500000000001,3.1,-0.9619655271768082,-1.4033683809795339,1.8817921811044114,-0.1584861413752094,-0.02025975578048106,-1.3492139192091601
525_33,Jogging,105473.28189871482,237286.28374176857,42681.08355258098,[256.14        11.25556674   6.66440439],[827.39         9.8953325   10.70792294],[246.8         10.17446172  13.775872  ],0.1254580505198669,0.09929904564610373,0.3515895800866801,6.300000000000001,12.07,3.9299999999999993,0.3684406280318857,-1.2492461087702016,0.7408787252588551,-0.186112868674358,0.03851184722414945,-0.9619773565914399
525_34,Walking,27785.28376242214,56222.74178726879,45883.78639155609,[76.83        5.7795564  21.45721138],[1017.93          7.03908999   13.74582624],[12.38089508 14.47162367 23.35653606],0.8067930500135344,0.12733715826574826,0.706926043597971,3.1475,5.930000000000001,2.7819560049999996,3.71435058740557,-0.8400924062004016,0.7797851547283203,-1.4992915056905174,0.30016378351470235,1.227810522087776
525_35,Walking,37799.49645195101,63614.908940884634,41494.31076821644,[134.47        21.36831346  20.74803173],[1001.4          12.95956006   15.72366704],[35.87599394 17.56600055 15.35062325],0.6463210352131298,0.14714127530676108,0.5028967178580598,3.6425,5.7525,2.86708315,1.3605086734501324,-0.9816210747521477,2.753552647680566,-0.6842663275903762,-0.11277482232112832,1.6336114259005345
525_36,Downstairs,15950.47565990726,127659.21216843108,18809.588686923416,[175.51        13.22479457  10.45959513],[937.05        25.74013017  23.2349422 ],[125.3208185   15.52905994  37.94578284],0.3854151861305585,0.2163041533345196,1.4547450437678346,1.7075,7.354999999999999,2.5299796125,2.741512577655322,-0.7961070053874368,0.14252198225267732,1.640525992149781,-0.46090038956187224,0.2969684736389245
525_37,Walking,30587.909590297553,66953.98913754453,48972.623121233235,[104.93         7.46026766  18.81851833],[1014.35          4.35812416    5.41008648],[40.97000528  9.34209365 24.97909041],0.669770985556146,0.050106337621448956,0.7634957350969385,2.6275,5.865000000000001,2.8296273,1.0789508594859,-0.9691479193983215,1.5579646997321595,-0.8971977251255614,-0.14451572496341752,1.4632364580125812
525_38,Walking,27978.59035140876,69505.36997822236,64100.75183130693,[126.65         1.23254637   5.57386886],[1005.53          3.20392029    3.06901465],[47.09916145  4.59506301 10.36515965],0.1991316894333466,0.0284798734979927,0.2807554341059517,2.7,6.15,5.087199825,1.40615744781197,-0.8051938567382795,-0.1651436304277798,-1.0774893200652795,-0.23966725360565447,0.6125329970862574
525_39,Downstairs,71897.90126602715,127746.70542892332,9914.678593823879,[508.88        20.97852601   6.80379179],[796.29         2.36464492  14.19237335],[162.20472191   7.65645717  28.86188481],0.10593139952110857,0.14896648004321547,1.2443854913488481,3.8974999999999995,6.844999999999999,1.51526374,0.524076809132084,-0.5375877921376335,4.966552932135739,0.8346604015664661,0.5396631293672441,1.8295977624782886
525_40,Jogging,96741.52967209514,224764.4569461707,56952.6165397163,[211.69        35.10465086  27.8566012 ],[789.78        13.86526313  24.05374921],[255.35        25.87033708  30.91322654],0.54888618533305,0.2308113200556219,0.7079386534521467,5.842499999999999,12.4975,4.345,0.483656538836974,-1.3242806227034234,0.2105086660777684,-0.09056865256761736,0.033789175078737174,-1.0456569299292218
525_41,Jogging,99665.76735684538,264029.6673301292,36247.58927916058,[301.88        18.30127856  17.64310829],[844.08         1.7035273   13.81254721],[265.65        13.99637899   4.06988144],0.32076517795436155,0.12379209485820586,0.10501831644796009,7.2475,12.7675,3.7424999999999993,-0.7196318144989786,-1.2868501596594322,-0.33534810025944095,-0.3946559080563346,-0.06721739975964017,-0.5418668653720597
525_42,Walking,39842.846345547274,15273.240721710205,8035.597117219313,[817.76         6.99841265   8.66266756],[442.47        20.86354771   6.45775974],[254.9729085   17.74920279  15.13817016],0.09997576317276438,0.1346942796397928,0.5104948267213756,4.72,3.0300000000000002,2.2303319,-0.853410408849546,-0.9464336018817532,-0.2843754339586275,-0.33220876438778835,-0.1741708657240005,-0.042994055870102466
525_43,Jogging,119973.3816154041,231627.19516453735,42357.6817606751,[313.7         11.79084946  48.9292013 ],[797.33        35.74387147  43.35673749],[57.2        39.9332538  40.49735957],0.8155322235026792,0.4078792455881919,1.259453042411317,7.734999999999999,11.469999999999999,4.0825,-0.5322697951903046,-1.1764673147099634,2.125618680884007,-0.3856910861037251,0.0882623221084306,-0.9758070365801365
525_44,Jogging,82949.99579350348,244605.6856862629,39875.6897009401,[252.26        15.92270867  10.45767282],[823.61        13.12906267  11.18032539],[255.57         7.43661419   6.82123112],0.21572914675889854,0.10323573945702244,0.17693148736655132,6.6825,12.3275,3.9074999999999998,-0.6242054538432353,-1.2726480551204056,0.7601978054527976,0.2132214386716867,0.018734832657569384,-0.9407360650921369
525_45,Jogging,98240.27094910853,272295.48507334816,31194.578567626388,[320.28        13.05703158  13.41460005],[823.63        23.88659576  16.46596598],[248.52         9.46396635  12.23593902],0.244300284779899,0.1484227929113767,0.33960331520096915,7.4,13.105,3.415,-0.5549205270895392,-1.4288051752805935,-0.13702920209764002,0.03102484076062711,0.0414380098762353,-0.7253060209211105
525_46,Upstairs,47295.947552152895,23140.87844710314,31778.684180403838,[822.73        17.75612191  38.11595702],[388.11        42.57688663  29.97479404],[147.01803815 113.00014243 121.98555297],0.41701959885924494,0.6302954217846234,2.6446639282803486,4.3900000000000015,3.6499999999999995,4.0248127275000005,0.5847446715816749,0.9511125805754901,1.1569682207142042,0.20657578710063443,0.8555407059111537,0.3432742061792635
525_47,Walking,50685.76113217984,23072.74242381095,9289.6766935208,[896.01        21.86461965  26.3251272 ],[236.54        80.19512199  27.46756647],[48.43395619 82.3141742  48.31849328],0.2752358648083021,0.773166004569078,1.9901575763754156,5.612500000000001,3.86,2.70023395,-0.8337643389301332,-0.6808803667807339,0.556296593971207,-0.3969054187728616,-0.03244258006896391,0.8432621134464252
525_48,Walking,23257.111156318762,24740.783532305846,21432.325518417805,[534.79        18.99872833  20.75686678],[804.69         8.70577573   3.53067949],[133.13889909  12.12223855   8.25063717],0.35082894962518313,0.04180970933156562,0.2604621955987869,3.6049999999999995,4.04,3.497024175,-0.5128770762644335,-0.32629798142889,0.37469529475246155,0.4832604565358923,0.02967451757273004,0.712369875004508
525_49,Walking,40860.32615651815,99707.31685276562,43729.03294582738,[48.82       16.91298445 22.78280885],[1010.72          8.31591673    7.77677009],[ 5.32555721 15.99725255 18.5149154 ],0.7418350524825287,0.0702396571468238,0.6012726607581361,3.7175,7.8774999999999995,3.360820725,0.4945192812225767,-1.1320913507199426,2.014801872352016,-0.15361906269727357,-0.3580822360821759,1.4842699346044972
525_50,Upstairs,20005.260839505183,64171.17034746615,21405.30284988923,[169.62         9.25669917  20.50002718],[932.8         14.75189694  11.46388875],[45.83247034 19.58433942 32.34808229],0.7029419690838282,0.11258826725724261,1.1729699794598263,2.8725,4.0825000000000005,2.322269325,1.4530954172884734,0.35302499157517886,3.09679203407258,-0.44766256306721547,0.6175564294019251,1.4071768943656502
525_51,Walking,34229.64420513313,82277.26376441674,56583.77500693654,[213.34        95.67609923  51.62817778],[983.77        21.69255604  19.58230336],[21.86065775 33.75536759  4.21232602],1.3140325778490292,0.18300144236740032,0.11935423728017112,3.8375000000000004,6.3774999999999995,2.87048835,0.7128191449243624,-0.9609565538588347,2.201768666658035,-0.1419681472169176,0.06077965568378607,1.2046744161402665
525_52,Walking,31949.454828842147,91476.49044852084,38314.88588211484,[66.35        8.17364159 12.40240692],[1017.08          1.77584747    5.97228645],[ 0.14982433  6.75996296 11.08708176],0.4592907920493341,0.054061616148997876,0.38305630809056124,3.34,7.5474999999999985,3.5889615249999998,0.5284375879193544,-0.9426424072503305,0.4027320311423166,-0.6273826106755153,-0.25552329993382156,1.0183604042604801
525_53,Upstairs,22991.29950387338,60441.65203178143,32986.69106159132,[172.56        26.60205837  33.06664303],[932.33        38.69692259  13.09576043],[38.35489893 32.74802837 26.20532289],1.0685964590535606,0.12952162187849603,0.8570181439384508,2.78,4.48,3.132680025,0.4252564402919057,0.15692945022085025,3.7293474265889515,-0.1219385017123108,0.5735675134992476,0.96564721069321
525_54,Walking,20759.65547378301,27695.44569522501,39032.12840031758,[600.21        14.46373145  17.45318345],[771.56        10.48593328   8.11754652],[132.53960547   1.85856902   5.43790482],0.27108320121602586,0.0989568677367098,0.1426227078176694,3.46,4.195,3.970331325,-0.13100173990676156,-0.8434602987104487,2.267980692954966,0.5351813267593721,-0.06872381960732123,1.574036102307591
525_55,Walking,19195.340099744237,47981.44425686376,54457.2358791681,[157.97         7.53258359   0.43791778],[1008.82          2.23603943    9.10862215],[ 1.82512594 19.5964403   7.70095177],0.016892043516380097,0.08590589009405263,0.22190886093949194,2.5275,5.1275,4.91694545,0.04497323771320616,-0.914420660766126,-0.03479126552422995,-0.48974685135723944,0.04700030334587306,0.7744160416943825
525_56,Walking,36226.71430618174,41423.21248201339,37404.56358085079,[171.06        19.74553217   8.2624296 ],[999.11         8.08570423   7.46225715],[45.87333043 22.99735272 24.54977628],0.24557245269072736,0.07016857577190368,0.7664914322339926,3.4775,6.045,2.846652625,-0.050526612552302286,-0.7750546696691041,1.4280924645152977,-0.3321991697243909,0.19831433692922365,0.8316980823396506
525_57,Jogging,63278.776948911574,299329.6077555497,43014.29423912709,[56.63       56.81980136 16.23056778],[857.51        21.89830487  15.24404723],[136.18978419  24.6245053   16.90530646],0.435221633266436,0.13141835546456482,0.5047945811423796,5.445,14.36,3.1675000000000004,-0.2980534968710935,-1.4446275827519166,2.0882989941345578,-0.20134300156518753,-0.05794920352271204,-1.197142134906364
525_58,Walking,18780.27091512311,22445.529423313652,27489.84239448127,[566.          10.06010824  15.75937264],[803.76         8.28111453   2.60124496],[115.29624473   8.3766432   16.48726252],0.25755445575184255,0.03081943508238466,0.5008623046642354,3.5549999999999997,3.3275000000000006,3.4834039075,-0.032073634737161516,-0.5115189623120537,2.235268636073699,0.5940399309332555,-0.2191278615596578,1.4436765467183943
525_59,Jogging,165359.03256059758,194978.1917990152,93779.67291776091,[481.3         27.19534849  19.21557418],[771.86        12.24691017  10.70736913],[89.68       22.97261809 25.48786443],0.2525191685105055,0.10758534666709814,0.5660375209009896,8.68,10.337499999999999,4.85,-0.9801432124350269,-1.1647085111328523,1.2086789908366766,-0.07475757867204467,0.19836965202348794,-0.8427947137018991
525_60,Jogging,61662.67630649615,246114.55213180013,38897.97625911242,[285.06         2.08259961   7.6721978 ],[858.72        25.61098667  22.52516415],[231.8         25.08610381  15.00427558],0.16843840980030766,0.20220442640227276,0.39974291369930326,6.290000000000001,13.355,3.6175,-0.9173484515841435,-1.5634958428765928,2.212470150831032,-0.06708954317998733,-0.015146332325179274,-1.4377777134643581
525_61,Jogging,130327.63368011228,220013.84545425483,35009.93312841146,[419.51        14.25141443  14.30630087],[749.8          8.65994666   7.5745911 ],[233.8         14.09946497   2.43152401],0.21569924795940132,0.07535208913717775,0.0670998975329781,9.0175,11.780000000000001,3.42,-1.1069901899472219,-1.2163522262984778,1.6275747372739593,-0.10722213794923441,0.25162382204426265,-1.2353151423490523
525_62,Upstairs,42060.064497323234,62289.02193129888,35298.71358876943,[437.17        13.99917492  16.98411258],[903.57        15.39023094  10.25696949],[69.70893981 27.93685638 20.63374341],0.31401283743502806,0.1038021322480251,0.6822789369602098,3.6074999999999995,4.27,2.8091967075,2.411751011899355,0.2934427287708212,1.0654093363369075,-0.8214015489212855,0.3936185146017596,-0.3483668560080142
525_63,Jogging,81528.64410943617,226562.80607289562,42231.859573454116,[250.7         27.18267634  15.10949806],[795.32        22.40343915  28.89330999],[262.06        10.77539755   3.58687896],0.31238514156022607,0.2744889966491885,0.09087679083919907,6.320000000000001,13.232500000000002,3.8775,-0.6031877648945008,-1.378151980498244,-0.047912299153249904,-0.11692594627783094,0.08214896995816874,-0.8120793268900693
525_64,Jogging,174556.542779468,141443.9649470937,130556.85381224321,[567.32        58.52195978  26.61746193],[484.57        32.28715857  25.46743664],[436.23        63.13236317  26.39986126],0.31884491576905116,0.348783282380424,0.3870820113655997,8.735000000000001,7.5675,7.157499999999999,-0.7505412909737958,-0.36053041351849435,-0.2129475493234141,-0.46974663604573774,0.6508112159765195,-0.10137676344360584
525_65,Jogging,63825.19859307408,248995.59050674326,31696.188176261385,[250.84        14.06189136   9.2192638 ],[837.45        24.71764164  26.26806955],[252.82         8.77199898   4.98478044],0.2092171284088401,0.23839145942556586,0.13576790784707024,6.1575,12.934999999999999,3.1575,-0.5088041311094633,-1.3768109933981425,0.9292876287220864,-0.052722622746007565,-0.022774685608686427,-1.075575200893362
525_66,Upstairs,50779.27820427393,19384.58970419631,25191.607667673612,[604.41        64.15525696  36.93063455],[706.42        13.47193146  18.19737035],[125.82477241  65.2133603   64.14603339],0.5196595430865416,0.24003963889208918,1.5813550577760054,4.3999999999999995,3.1775,5.73416645,-0.19836462544955547,3.768098317872864,-0.5816930184572313,0.104421797316483,1.5485567343048303,0.4706858529827612
525_67,Walking,20473.75555978012,54229.5924167621,53600.74965838395,[79.3         5.01688453 11.97460306],[1004.55          2.42768387    2.78223142],[ 1.53909947  7.17767079 20.79840633],0.4962272060139762,0.026250168560474886,0.6087213791271344,2.2675,5.46,4.378941775,1.820912886304006,-0.8419658585858882,-0.19120777400944267,-1.1423177089988097,0.20725001252295497,0.7471266158742106
525_68,Walking,23794.030431199062,28463.87268334804,34901.21284240346,[626.59        13.4102962    7.61686156],[770.44        14.41596968   9.3077415 ],[122.13365704  18.05318343  30.37932749],0.11391989649329351,0.11446316918903116,0.8835279353631976,3.55,4.159999999999999,3.4255174025,-0.5974926846770621,-1.0323859911539301,3.893218303547733,0.48040000814531764,-0.1813396559518527,1.8102213632032123
525_69,Jogging,82617.16270807193,232569.79714554545,57957.5036131891,[251.05        10.64888144  12.91531525],[847.44         7.62987797   3.74710023],[264.27        18.45348011  17.77790378],0.2682328940765261,0.03434555030196339,0.40501482627308294,5.847499999999999,13.055,3.4775,-0.11341249819981236,-1.396540161677736,2.1432889030994335,-0.06993327015259866,0.10541185020432756,-1.5236164709529418
525_70,Jogging,100614.84707323922,228623.33412811323,44120.07685580899,[274.48         8.03091323   4.06824576],[830.84        27.41211018  15.1196233 ],[222.5          2.88695354   8.71661689],0.07697845826006817,0.14069506310809451,0.23339217498841108,6.5475,12.0,3.2150000000000003,-0.14470482912505833,-1.2985596336533418,1.4157179296087996,0.027915049661881956,0.16202580034913086,-1.3311350253316023
525_71,Walking,20202.490004122083,27733.04070924362,45827.530089449145,[579.91         2.89599745   6.71693071],[802.24         3.92551732   6.38220438],[169.84573574   3.87760684   9.89932881],0.10821653413445889,0.07541960067731776,0.25082497975251805,3.61,4.674999999999999,3.4527581000000005,-0.8535394735974791,-1.1171337768370138,2.9510905742682727,0.2289054445656418,-0.1147620828615684,1.815084755960736
525_72,Walking,30209.279117420014,48834.68613269407,39491.77463670175,[606.89         5.36547039   9.49034381],[804.93         7.26750175   3.05043002],[58.32232923 10.32283329 15.63396713],0.14346967903939342,0.03511841123800102,0.51431416595637,3.58,4.612500000000001,4.375536875,-0.3958017149414972,-0.8378197997168964,-0.27694519656076366,0.34060925100149475,-0.11614066751679464,0.33925600874606127
