user_snippet,total_power_x,total_power_y,total_power_z,thd_x,thd_y,thd_z,iqr_x,iqr_y,iqr_z,kurtosis_x,kurtosis_y,kurtosis_z,skewness_x,skewness_y,skewness_z,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,energy_x,energy_y,energy_z,resultant_magnitude_x,resultant_magnitude_y,resultant_magnitude_z,resultant_direction,dominant_frequency,spectral_entropy,spectral_centroid,psd_mean,entropy_x,entropy_y,entropy_z
8054_16,91409.17537382874,50141.02874573117,42603.452379684415,0.2685845439319845,0.194384172496244,0.5185616629656149,5.88,4.64,3.575341225,-0.1435109988888205,0.9837630921437256,0.4810998927389036,0.1067732501179383,0.9065630266521572,0.5750578015256669,835.62,8.2,8.3562,100.0,5.175123337660659,26.78190156,9.82893585287848,19.57,19.57,-4.25,567.7600000000001,4.805,5.677600000000001,100.0,3.705835970466043,13.733220239999998,6.7799971976395375,17.2,17.2,-1.61,-8.785124815999998,-0.5175732049999999,-0.0878512481599999,100.0,3.2333571676278665,10.454598573450498,3.234550419340186,9.00305,9.00305,-7.6954966,7.44,4.82,0.46309182,7.44,4.82,0.46309182,32.88663318683339,0.0,-27.023731326312333,0.8125908235538449,15.080624752462882,0.0,0.0,0.0
8054_17,80914.45113873156,53780.582745787375,65449.37848176493,0.1951965740792215,0.1575282863898527,0.5794663599940986,6.027499999999999,3.3575000000000004,2.8160069225,-0.1864316212293881,1.5464280068129446,1.2620764336808596,0.3372867890258264,1.051497020102402,0.2017093902542814,845.0099999999998,7.855,8.450099999999997,100.0,5.111379167113315,26.126196990000004,9.87574741475297,19.57,19.57,-1.73,528.0100000000002,4.48,5.280100000000002,100.0,3.732887754808601,13.93445099,6.466367372799042,17.39,17.39,-2.34,-26.53243443999999,-0.8036005,-0.2653243443999999,100.0,3.8661181239706535,14.946869348494364,3.875211782112773,10.147159,12.026767,-12.026767,8.05,3.91,1.334794,8.05,3.91,1.334794,25.60242646948414,0.0,-28.50961278773204,0.9079048293313051,17.93711790268167,0.0,0.0,0.0
8054_18,56044.20671958461,36752.208308998685,45826.92766737369,0.11523819682934,0.0299222087235358,0.2754293694808837,3.880000000000001,3.4099999999999997,2.5401949,0.8516913279643976,1.4002564289749708,3.4262692281341254,0.3807034070045592,0.5329720169548924,-0.3207750461886224,852.91,8.254999999999999,8.5291,100.0,4.212257612017575,17.743114190000007,9.512552811942754,19.57,19.57,-1.27,503.98,4.37,5.0398000000000005,100.0,3.240938746721388,10.50368396,5.991933577735988,15.64,15.64,-3.95,-18.292127138000005,-0.551624075,-0.18292127138,100.0,3.20016167871008,10.241034769884514,3.2053853062319653,7.8589406,13.715691,-13.715691,8.05,3.91,1.334794,8.05,3.91,1.334794,25.60242646948414,0.0,-28.50961278773204,0.9079048293313051,17.93711790268167,0.0,0.0,0.0
8054_19,5.274799792884754,2.875574676017492,3.9622675350883463,0.0297162935551056,0.0135410237317536,0.0077751686842314,0.0599999999999996,0.0174999999999996,0.0400000000000009,0.9441551496616584,-0.2383732388012767,-0.0208686843486387,-0.0607078055301604,-0.2796215747910858,0.1154581565960979,540.76,5.41,5.4076,100.0,0.0531435791041588,0.0028242399999999,5.407861129873806,5.56,5.56,5.24,252.75000000000003,2.53,2.5275000000000003,100.0,0.0265847700761168,0.0007067499999999,2.527639808200527,2.6,2.6,2.45,828.6399999999999,8.28,8.286399999999999,100.0,0.0396867736153999,0.00157504,8.286495037107064,8.39,8.39,8.2,8.05,3.91,1.334794,8.05,3.91,1.334794,25.60242646948414,0.0,-28.50961278773204,0.9079048293313051,17.93711790268167,0.0,0.0,0.0
8054_20,55913.85835743793,44583.11010988422,37691.71436573743,0.0861521678429945,0.1483036862717014,0.2088721221408351,3.9274999999999984,4.3575,2.90113405,0.6637058511138774,1.090845366395758,0.4008415770914899,0.3435643924296009,0.0335655010795048,-0.0298443645848885,832.8399999999999,7.89,8.328399999999998,100.0,4.290712696044796,18.41021544,9.368695853746134,19.57,19.57,-1.69,529.8399999999998,4.69,5.298399999999998,100.0,3.627673557529674,13.16001544,6.421297220967115,14.33,14.33,-5.94,-22.732359986,-0.129393305,-0.2273235998599999,100.0,2.977119343514465,8.863239585528,2.9857855925336145,7.273266,7.4639506,-7.4639506,11.07,2.56,9.615966,11.07,2.56,9.615966,9.903217155950363,0.0,-50.828248098960024,0.6062532435190165,22.806744970481667,0.0,0.0,0.0
8054_21,55685.24273326466,63467.3067472675,40347.234386307406,0.3822556946762915,0.531534078667434,0.5104988659110139,4.157500000000001,3.6000000000000005,3.2620733,-0.0271606084237658,1.6699100824869992,1.0529858264379337,0.1963269444815013,0.8392714462919552,0.3435214673581501,851.6000000000001,7.685,8.516000000000002,100.0,4.922200524155837,24.228058,9.836173747957078,19.57,19.57,-1.76,484.05,4.039999999999999,4.8405,100.0,4.387364898204844,19.24897075,6.532948109391348,17.08,17.08,-5.56,-3.050959511999999,-0.47671217,-0.0305095951199999,100.0,3.310739885945062,10.960998592387522,3.310880461113314,9.888372,9.888372,-9.575105,14.21,1.61,1.3075534,14.21,1.61,1.3075534,6.437109875193323,0.0,-55.20105474044627,0.9946977302716589,36.13357790743815,0.0,0.0,0.0
8054_22,3.8624730714472193,1.7441176843760484,3.8320061524475912,0.002245853678337,0.0033910598839873,0.0022427384391976,0.0599999999999996,0.0074999999999998,0.0400000000000009,0.8987969699971541,-0.6302906819886362,-0.3884292047214854,0.1387436056646048,-0.4115609186954956,-0.1076675438589758,540.6999999999998,5.41,5.406999999999998,100.0,0.0354823899984203,0.0012589999999999,5.407116421901788,5.52,5.52,5.33,252.95,2.53,2.5295,100.0,0.0233398800339675,0.0005447499999999,2.529607677091449,2.56,2.56,2.49,823.3000000000001,8.24,8.233,100.0,0.034423828956117,0.001185,8.23307196616184,8.31,8.31,8.16,15.05,0.31,4.5219555,15.05,0.31,4.5219555,1.130115871819426,0.0,-61.172003646233925,0.8542312800914427,33.25579979415844,0.0,0.0,0.0
8054_23,75054.49294969157,65184.095068919145,76311.43534467966,0.2085104168769107,0.2576189761804984,0.3012862863471856,6.195,4.8975,4.54238605,-0.5910504189812866,0.1394043451031437,0.0528635038259417,0.3449675112053656,0.3122829236092547,0.7937372733233357,548.58,4.86,5.4858,100.0,4.539641214897936,20.60834236,7.120557843315368,17.31,17.31,-2.22,875.9,8.14,8.759,100.0,3.928231535945915,15.431003000000002,9.59953561376799,19.31,19.31,-1.18,64.56044844200001,-0.46309182,0.6456044844200001,100.0,4.178618367844299,17.460851464085753,4.228197797453304,11.454713,11.454713,-7.4639506,13.99,8.77,1.9885708,13.99,8.77,1.9885708,31.825304853836098,0.0,-66.23079777782759,0.8640865269100612,62.129208953755246,0.0,0.0,0.0
8054_24,51615.60491446983,54329.96490401217,30915.06066265083,0.2058119790143673,0.1253779759319896,0.2992465074585668,5.135,3.595,3.234832575,0.179259766357156,0.7962855520836571,1.3320563145126378,0.312536129382667,0.4276386396179147,1.0568688798201296,903.41,8.5,9.0341,100.0,4.222333026894018,17.82809619,9.972114068741892,19.57,19.57,-0.46,486.4799999999999,4.27,4.864799999999999,100.0,3.9343028556530815,15.478738959999998,6.256597957356697,16.47,16.47,-4.33,37.374233370000006,-0.14982383,0.3737423337,100.0,2.845737735524445,8.098223259387796,2.8701753589959127,11.032481,11.032481,-5.202973,14.41,17.24,1.56634,14.41,17.24,1.56634,49.94387569355252,0.0,-97.65581014227725,0.8079976598262796,139.8305030481666,0.0,0.0,0.0
8054_25,52030.3460735643,53186.29923562873,29561.694241794383,0.2499829086908144,0.1135931132820783,0.012016326160616,4.674999999999999,3.2475,2.91134935,0.2990094412177058,0.7593779080483456,1.14059520869802,0.2725149243635316,0.6350612844787934,0.5662317947188311,861.07,8.16,8.610700000000001,100.0,4.392600882165372,19.29494251,9.666390070755472,19.57,19.57,-0.57,496.07,4.365,4.9607,100.0,3.7388859985295086,13.979268510000002,6.2119089658493865,15.66,15.66,-2.68,14.655494421999997,-0.36093922,0.1465549442199999,100.0,2.7587826371087942,7.610881638812954,2.7626726173197365,10.038197,10.038197,-7.164303,5.09,9.04,1.56634,5.09,9.04,1.56634,59.49723972471825,0.0,-35.189433007546235,0.8946713102745183,42.49059624816665,0.0,0.0,0.0
8054_26,15699.56694943448,37418.16326535281,28090.78124510881,1.2073269928375423,0.2325897655173883,0.4004273024436979,3.535,5.46,2.448257495,1.7405138024813531,-0.501048293994439,1.0149913282157712,0.9988051841599904,0.3797375234823602,0.4605107190290322,234.87,2.13,2.3487,100.0,2.887131675209844,8.33552931,3.7218168950124335,12.76,12.76,-3.21,1008.59,9.765,10.0859,100.0,3.735192657681796,13.95166419,10.755326261903914,19.42,19.42,3.38,-85.38596073799998,-1.0351465,-0.8538596073799998,100.0,2.5535327484828167,6.520529497574208,2.692509187856067,6.4424243,7.3958488,-7.3958488,5.6,0.42,0.313268,5.6,0.42,0.313268,4.282482807081633,0.0,-13.954418605898809,0.9345845835267245,4.568958509926665,0.0,0.0,0.0
8054_27,63837.66207671149,47428.35483794383,44534.02363634163,0.1899324259304525,0.1254232869720144,0.0705768961083823,4.757499999999999,3.9025,2.761525505,0.018409061128259,0.8859603872813722,0.8318446463491265,0.0503661365650052,0.8934647938529047,0.4332363772477857,868.9000000000001,8.16,8.689,100.0,4.710556761148304,22.189345000000003,9.883727333349498,19.57,19.57,-1.92,544.39,4.75,5.4439,100.0,3.9675311958445896,15.74130379,6.736271297980805,17.86,17.86,-1.99,-27.98981496,-0.61291564,-0.2798981496,100.0,3.231196857564478,10.440633132334558,3.243297104257343,9.00305,9.00305,-8.921328,5.18,3.02,1.3756552,5.18,3.02,1.3756552,29.400374033895165,0.0,-16.072631093277447,0.9435789798800089,10.410779470869599,0.0,0.0,0.0
8054_28,79862.59394498415,64427.29510767597,35431.55201207611,0.4113271352219092,0.2730211831831289,0.7114623160611556,7.0375,5.754999999999999,3.12927495,0.0599534590577772,-0.7449922957699271,0.8089793242979844,0.6512268624141618,0.3675207008173182,0.817187562366172,449.26,4.06,4.4926,100.0,4.60017708789564,21.161629240000003,6.430014307915652,19.0,19.0,-3.02,979.36,9.17,9.7936,100.0,3.975193711003276,15.80216504,10.569615224784677,18.35,18.35,2.64,28.80703215599999,-0.29964766,0.2880703215599999,100.0,2.989811402278112,8.938972221192206,3.003657226008968,10.61025,10.61025,-5.202973,1.92,6.21,1.7978859,1.92,6.21,1.7978859,67.04401757011864,1.0,-18.554008906058076,1.030118554675935,24.06097682625783,0.0,0.0,0.0
8054_29,57292.24367970906,54900.7953628324,38062.01146699755,0.1883768855204895,0.1422092750918247,0.3662480108044128,5.36,3.515000000000001,3.59577185,-0.0850220985460401,0.4011746353704852,0.5800057856429532,0.281265804397704,0.6288713587399962,0.5646581391466478,878.49,8.18,8.7849,100.0,4.610923442218489,21.26061499,9.92144561039368,19.57,19.57,-1.27,501.8499999999999,4.365,5.0185,100.0,3.998230702448272,15.98584875,6.416478083808904,17.01,17.01,-3.3,24.843515096,-0.42223078,0.2484351509599999,100.0,3.1239449335457707,9.759031947826289,3.1338079028649486,9.343558,9.343558,-7.9679036,0.95,5.75,0.8036005,0.95,5.75,0.8036005,77.78950528508432,1.0,-14.719228980001802,1.1525358559799441,18.059179239000095,0.0,0.0,0.0
8054_30,54244.78326861381,31310.244979598072,49295.7877831801,0.0825613443792261,0.1187393761038916,0.0889566283883829,3.5974999999999984,3.2875,2.703639,0.9358751479714732,1.6070501636100945,1.5551937274208347,0.2812410718895101,0.9485442088821338,-0.0039142131772788,841.9399999999999,8.004999999999999,8.4194,100.0,4.390721312039743,19.27843364,9.495511044698963,19.57,19.57,-2.53,522.72,4.5,5.2272,100.0,3.232557526170261,10.44942816,6.14597819716276,15.85,15.85,-1.69,-4.099723222000001,-0.36093922,-0.04099723222,100.0,3.3797631938054544,11.422799246202048,3.3800118371466907,9.275456,11.182305,-11.182305,9.62,3.79,9.043911,9.62,3.79,9.043911,16.015678509032885,0.0,-42.78347061616041,0.4970752279885863,12.061258476633741,0.0,0.0,0.0
8054_31,5.805888370804814,3.92000310613912,4.880092303334678,0.0168843308030555,0.0023882955721823,0.0061349407548763,0.0700000000000002,0.0300000000000002,0.0400000000000009,0.368958676988167,0.8571487070289145,0.0555326092248482,0.5858634831994355,-0.6227549938988388,0.1585472472314227,544.11,5.43,5.4411000000000005,100.0,0.0483713758332342,0.0023397899999999,5.4413150065034825,5.56,5.56,5.33,253.6,2.53,2.536,100.0,0.029732137494637,0.0008839999999999,2.53617428423206,2.6,2.6,2.45,822.93,8.24,8.2293,100.0,0.0382689168908659,0.00146451,8.22938898096329,8.35,8.35,8.16,19.34,1.54,9.152874,19.34,1.54,9.152874,4.1167276324942295,1.0,-90.99817885095769,1.2143782546829702,132.16950719161503,0.0,0.0,0.0
8054_32,57899.52132180598,53052.49067446576,28830.65139611389,0.2219543777608297,0.2099017360876741,0.5102642577675187,5.0575,3.3,2.1349896,0.0480300134416928,0.6660617112447875,2.472293887741384,0.3198869592188257,0.364201595240897,1.39020239836841,862.53,8.16,8.6253,100.0,4.33422183442426,18.78547891,9.653045063605576,19.57,19.57,-0.53,504.84,4.42,5.0484,100.0,3.8477098955092752,14.804871439999998,6.34753605740054,15.98,15.98,-4.79,29.678738194000005,-0.25197644,0.29678738194,100.0,2.751431809559313,7.570377002654839,2.7673922296511635,10.18802,10.18802,-4.671779,6.28,5.9,3.5276701,6.28,5.9,3.5276701,39.321108884521735,0.0,-23.16247726400721,0.3712739569862633,2.5192930413475043,0.0,0.0,0.0
